Customer_id,Company_Name
8910,Zoovu
1177,Tambee
1639,Wikibox
5340,
8472,Blognation
6038,Tagcat
5733,Brainverse
6011,Roombo
1310,Innotype
1635,Yambee
9317,Riffpath
2771,Wordware
1320,Brightdog
7255,Viva
5325,Fivechat
2755,Mynte
6837,Rhyzio
8329,Realpoint
2411,Meejo
5766,Topicblab
8635,Realbridge
2106,
8600,Thoughtsphere
1892,
1011,Livepath
4117,
5646,Wikizz
6202,Feedbug
1980,Zooxo
2465,Brainsphere
6939,Rhynoodle
5589,Minyx
2632,Mybuzz
7104,Tazzy
9282,Jatri
5773,
3784,Midel
3488,
1450,Twitterbridge
9753,Meevee
9029,Quatz
4786,
1523,Thoughtbeat
7186,Oozz
6217,Avamm
3796,
4796,Topicstorm
1524,Feedfire
9712,Twinte
4908,Yombu
7102,
4647,Riffpedia
5738,Ntags
2763,Skibox
4914,Plambee
9399,Bubblebox
8279,Eimbee
2846,Divavu
8158,Browsezoom
4694,Livetube
6787,Roodel
5861,Youtags
9895,Fatz
3313,Aimbo
1304,Realpoint
2796,
2536,Wordware
1807,Zoozzy
4826,
2699,
3931,Kanoodle
7751,Skiptube
2388,Ozu
7787,Feedfish
7485,Tambee
2784,Tagcat
9321,
3509,Edgepulse
1547,Yacero
9662,Shuffledrive
5971,Feednation
5013,Twinte
8170,Aimbo
9880,Photojam
6064,Oba
9279,Aimbu
6951,Edgeify
2553,Lajo
2749,
7855,DabZ
3885,Eazzy
2533,Npath
2669,Fadeo
7295,Realbridge
6637,Plajo
5078,
4690,Babblestorm
6313,Cogidoo
3753,Babbleblab
4965,Ntags
4245,Abatz
6945,Camido
7307,Kimia
5573,Eire
2145,Ntags
7913,Skiba
4094,Skimia
1817,Riffpath
7275,Teklist
2488,
1636,Wordware
8119,Gigabox
4083,Browsezoom
7674,
9596,Zoomdog
2074,Jatri
8647,Mynte
4406,Riffwire
5809,
9144,Tambee
6214,Quimba
5311,Skimia
1357,Oloo
9892,
1140,Miboo
1008,Rhynoodle
3602,Pixonyx
9396,Roodel
2450,Dynava
4688,Edgeclub
3612,Browsebug
2426,Thoughtbridge
4738,Buzzdog
3512,Ainyx
9778,Realpoint
2810,Fanoodle
1378,Zooveo
2609,Fanoodle
7948,
4525,Skalith
9136,Demimbu
3243,Leexo
6072,Eidel
1491,Yoveo
7189,Wikibox
9699,Eire
9271,Babbleblab
2545,
9506,
4125,
3234,
8839,Voolith
8171,Oyoba
7188,Photobean
9494,Twimm
8873,Cogilith
6434,Browsedrive
9152,Shufflester
3340,Gigabox
8178,
9201,Shuffledrive
8702,Wordware
9093,Rhybox
1099,InnoZ
9143,Dabtype
7175,Zoovu
9363,Latz
5654,Edgepulse
2530,Skidoo
9069,Fadeo
3847,Yakidoo
1379,Youspan
4899,
9863,Riffpedia
6384,BlogXS
8813,
9100,
5608,Divanoodle
6214,Devpulse
5503,Rhynoodle
6217,Flashpoint
8336,
8050,Kazio
8783,Yodel
5439,Meedoo
9479,Buzzshare
4767,Jabberbean
2218,Photojam
8789,Tagchat
6815,Brainsphere
5083,Twitterbeat
8038,Jaxbean
6344,Lazz
7351,Realbuzz
2205,Photojam
2655,
5633,Jaxspan
1649,Linkbuzz
6033,Twimbo
9847,Shuffletag
6948,
3121,Meevee
4114,Devify
7964,Topicstorm
9830,Fliptune
9073,Fivespan
6288,Buzzster
2262,Shufflebeat
1807,Twimbo
5534,Quimba
6557,Aimbu
7767,
1876,Twinte
5984,Bubblemix
2397,Browsetype
9332,Topiclounge
6737,Ainyx
7239,Dablist
5424,Thoughtblab
9897,Photobug
9396,Tekfly
2347,Browsecat
7762,Ntag
4974,
3367,Rhyzio
2364,
8916,Shufflester
6815,
9802,Eadel
3643,Trudoo
9852,Rhycero
3987,Kazio
7627,Photolist
9254,Skippad
2422,DabZ
4141,Skimia
2140,Feedmix
8066,Skivee
2702,Jabberstorm
5062,Dabshots
7292,
2709,
6448,Dynabox
7157,Flipopia
7931,Cogidoo
8111,Flashdog
3800,Topdrive
1407,
9622,Mynte
8783,InnoZ
5662,Tagcat
1102,Meeveo
1293,
5227,
2236,Meejo
9414,Brainbox
4100,Tagcat
4834,Dabshots
1644,Brightdog
9939,Mydeo
5510,Twinte
1752,
4269,Aimbo
4636,Flipbug
4344,
9105,Youspan
5105,
1420,Realcube
9221,Jamia
6083,Kwimbee
7134,Voolia
4178,Roodel
9280,Centimia
8132,
8604,Snaptags
1821,Jaloo
8033,Wordify
3172,Zoomdog
7771,Jaxworks
3599,Rhynyx
4447,Browsedrive
3200,Zazio
10000,
5047,Viva
3175,Dynabox
3720,Tagchat
1434,Brainlounge
2451,
2329,Bubblebox
7794,Miboo
1460,
3411,Tekfly
9375,Topiczoom
4907,Skyba
9080,Photobug
8765,Meembee
3435,Zoovu
3318,Wikido
7587,Jabbersphere
5283,
8131,Meevee
4965,Skyble
7157,Demizz
1587,DabZ
5201,Topicblab
1747,Flipbug
2950,Dabfeed
1820,
3086,Gabtype
2087,Gabspot
4462,Jabbersphere
8943,
9817,Ailane
6481,Oyope
3872,Wikido
6034,Jayo
4845,Twitterbridge
1171,
8115,Minyx
6040,Jetwire
9034,
2435,Dablist
9492,Babbleset
6315,
7373,Flashset
8886,Yakitri
2794,Tazz
7643,Jaxworks
1303,Mydeo
4322,Gigaclub
1572,Yabox
4071,
9629,Tekfly
7265,Mydeo
1623,
1376,
3365,Brightbean
3461,Yabox
4276,Bluezoom
4750,
2581,Cogibox
9206,Riffpedia
9880,Quimba
9014,Realbuzz
6533,Browseblab
4425,Yakijo
5325,
8815,Jabbercube
8279,Browsetype
7884,Jamia
4369,
5038,Pixoboo
9545,Babbleset
2301,Jaxbean
8107,Zazio
5433,Zoomdog
7468,
8313,Viva
5941,Skilith
3301,
5595,Fiveclub
6564,Jatri
6556,Feedspan
2943,Cogidoo
7504,Innotype
4564,Youtags
9965,
6890,Rhynyx
7215,Fiveclub
2525,Meeveo
4788,Skibox
6775,Vitz
6202,
5247,Ailane
6189,Feedspan
5927,Mydo
7770,Trudeo
9927,Skivee
9979,Skiptube
7992,Flashspan
3171,
4735,Skidoo
4704,Gigazoom
2824,Twitterbeat
5860,
2001,Youbridge
6834,
9365,
5614,
7628,Oba
5948,Realpoint
4530,
8533,Skinix
7398,Edgetag
2550,Oyoloo
9391,Abata
3843,Dynabox
6323,Minyx
6857,
5234,Wikivu
7723,
9797,
8777,
6712,Rhyloo
3345,Meezzy
5766,
6301,Skynoodle
2343,Brainbox
1465,Skinder
7139,
4602,Eamia
3757,Linklinks
3936,Mydeo
7179,Jabbersphere
2357,
6419,Yodel
9588,
8531,Brainsphere
3029,Jabberstorm
7784,Zoovu
2296,Thoughtstorm
3277,Skynoodle
7391,Skinix
4068,
6033,Cogibox
8761,Mynte
5553,Thoughtbridge
9217,
3357,Digitube
7124,
7893,
4690,Tambee
8260,Roombo
8727,Abata
7936,
1614,Gigabox
7413,Talane
1333,Voonder
1746,Janyx
7304,Twinte
8496,Layo
9304,Meeveo
2880,Rhyloo
3997,Wordtune
3132,Quinu
2223,Eabox
3373,Meeveo
3106,
9144,Lajo
1154,Kwilith
1160,Jayo
9005,
1445,Skyba
1726,Zooveo
8166,Topicblab
1457,Zazio
9298,Ailane
3948,Youspan
8448,Dazzlesphere
6300,Avamm
8156,Eamia
1425,
6645,
4071,Realblab
4204,Thoughtmix
3878,Babbleset
1402,
1557,Brainsphere
9763,
3229,
7749,Wordtune
6967,Tagopia
8031,Eadel
9318,
7364,Edgeblab
6257,Jaloo
4165,Buzzbean
4275,Fliptune
9749,Edgetag
6240,Plajo
9033,Eamia
9805,Topiczoom
4802,Zoombox
7873,Topicware
7577,Topdrive
8329,Thoughtsphere
3174,
8505,
2589,Realcube
5747,
9052,Camido
6139,Jaxspan
8036,Voomm
3951,Quinu
5195,Abatz
7019,
9176,Avaveo
8161,Yodo
5613,Thoughtstorm
1555,Aimbo
5833,Fliptune
5832,Livefish
2828,
8860,Linklinks
2505,Wordtune
8629,Blogtag
8830,Kayveo
2199,Cogilith
1155,
1903,Oyoyo
2327,Plambee
1225,Gigaclub
4978,Mydo
4686,Wikibox
8906,
1627,Vitz
3162,Janyx
9925,
5154,Quimm
8755,Jamia
2715,Fanoodle
9933,Oyope
8311,
3299,Twitterlist
4000,Jabberstorm
7076,Quire
4980,Flipopia
9829,Tagcat
8687,Realcube
6211,Blogtag
6744,Mybuzz
2633,
7805,
8282,Abatz
3383,Yakidoo
2925,Oyoyo
8463,
5222,Thoughtworks
8489,Livepath
8991,Skalith
6410,Vinder
1785,Flipopia
2253,
1974,
6405,Yodo
6611,Trudoo
9699,Dazzlesphere
9482,
7869,Topdrive
4090,Youbridge
6329,Thoughtbeat
1986,Kwinu
4355,JumpXS
2456,Topicstorm
1340,Pixoboo
5579,Demizz
7731,Avamba
5154,Yakidoo
9664,
6904,Eayo
3466,Dynabox
8634,Flipbug
3496,Realfire
1611,Skipstorm
4665,
4676,Ailane
5011,Twinte
6207,
1691,
4120,Edgetag
1574,Brightbean
5073,Linklinks
5793,Gigaclub
8778,Livefish
2336,
1679,Photojam
6777,
4489,
5819,Vinte
7367,
9224,Skipstorm
6420,
6045,Devbug
2728,Blognation
2639,Jabberstorm
4154,Yodel
3163,Abata
9384,Mudo
8193,
1245,Jabbertype
5770,Twitterbridge
6710,Skipfire
4864,Centimia
5722,Bubblemix
8002,Mynte
8728,Dabvine
3355,Babbleblab
7527,Quinu
7038,Voomm
5089,Topdrive
2746,
2396,Riffwire
8125,Aivee
9213,
8568,Wikibox
3079,Fliptune
1233,Realbridge
8859,Ailane
1054,
7073,
9930,Cogibox
2276,
5499,
9303,
7035,Buzzshare
7650,Twimbo
1467,Yoveo
3452,Gabtune
7206,Shuffletag
3736,Oyondu
1795,Eazzy
3658,Skinte
6216,Camido
1866,Livepath
3332,
1850,Plambee
2305,Buzzster
5489,Jabberstorm
8108,Zoomzone
7202,
3585,Twinte
2463,
8589,Digitube
4696,Yabox
9566,Quamba
2712,Rhyloo
4055,
2344,Yozio
1452,Wordpedia
7768,Zoomzone
7829,
1730,Tagchat
8340,Shuffledrive
9603,Oyonder
1578,
2089,Latz
4995,Fivespan
4104,Yodel
4623,Jazzy
8884,Eire
6922,Voomm
9997,Realcube
8824,Topicshots
2192,Devshare
1924,Jetpulse
8311,Twiyo
1386,Lajo
8372,Ailane
6412,Kazio
5183,Youspan
7266,Flashset
1284,Quinu
7460,Feedfish
1958,
9964,Realcube
5816,Agivu
5924,
4684,InnoZ
7206,
3176,Avamm
6358,Lajo
6525,Skipstorm
7698,Edgeify
9818,Voolia
4661,Edgepulse
6010,Rhyzio
5068,Realbridge
5028,Avaveo
3524,Dabvine
5834,Topdrive
3693,Topiclounge
8944,
5261,
6757,
2325,Omba
5088,Skinder
7280,Pixonyx
1487,Yamia
7283,Eadel
6999,Skyble
6104,Rhynoodle
7918,Jaxbean
7375,Linktype
5119,
3326,Topiclounge
5197,
7665,Browsebug
8141,Oyope
9175,
9954,Divavu
3147,
6463,
9944,Buzzster
2097,Jabbertype
5000,Yodo
8762,Mymm
4793,Realbuzz
8038,
2299,Feednation
8116,Edgeblab
6667,Youbridge
4167,
8319,Realmix
8121,
6656,Thoughtworks
3510,Digitube
1910,Twitterbridge
4831,Photofeed
4405,Brainlounge
4926,Twinder
5071,
5879,Jabbercube
8761,
1076,Realpoint
2248,Twitterbeat
7135,Blogpad
2050,Shufflester
8196,
4425,Feedfish
7580,Meembee
2631,Vimbo
5665,Eayo
8222,
8982,Lazzy
9714,Eamia
2568,Jabbertype
2891,
2934,
6184,Katz
9119,
5676,Topicshots
7273,Twimm
5192,Brainbox
3729,Flipbug
1706,
6759,Yodo
7597,Plambee
2824,Brainbox
5922,Aimbu
1407,Linktype
8381,BlogXS
9120,Zoomdog
2629,Bluejam
